"opposed"	"ncit"	"year"	"biopharm"
"1541"	"not-opposed"	2	1991	1
"1542"	"opposed"	6	1990	1
"1543"	"not-opposed"	1	1990	1
"1544"	"not-opposed"	4	1991	0
"1545"	"opposed"	6	1991	1
"1546"	"not-opposed"	2	1990	1
"1547"	"not-opposed"	3	1992	0
"1548"	"opposed"	4	1990	1
"1549"	"not-opposed"	1	1992	0
"1550"	"not-opposed"	3	1989	0
"1551"	"opposed"	5	1990	0
"1552"	"not-opposed"	7	1992	1
"1553"	"opposed"	2	1987	1
"1554"	"opposed"	4	1991	1
"1555"	"not-opposed"	0	1989	0
"1556"	"opposed"	1	1989	0
"1557"	"not-opposed"	1	1989	0
"1558"	"not-opposed"	0	1989	0
"1559"	"opposed"	1	1991	0
"1560"	"opposed"	0	1990	0
"1561"	"not-opposed"	3	1989	0
"1562"	"not-opposed"	4	1990	0
"1563"	"not-opposed"	0	1988	1
"1564"	"opposed"	3	1990	0
"1565"	"not-opposed"	1	1990	0
"1566"	"opposed"	0	1991	0
"1567"	"not-opposed"	1	1989	1
"1568"	"opposed"	6	1987	1
"1569"	"opposed"	2	1989	0
"1570"	"not-opposed"	1	1990	0
"1571"	"opposed"	5	1990	0
"1572"	"not-opposed"	1	1990	0
"1573"	"not-opposed"	1	1992	0
"1574"	"not-opposed"	1	1989	1
"1575"	"opposed"	8	1991	1
"1576"	"not-opposed"	1	1989	0
"1577"	"opposed"	0	1990	0
"1578"	"opposed"	4	1991	1
"1579"	"not-opposed"	3	1989	0
"1580"	"opposed"	0	1992	0
"1581"	"not-opposed"	1	1990	1
"1582"	"not-opposed"	8	1989	1
"1584"	"opposed"	0	1988	1
"1585"	"not-opposed"	1	1992	0
"1586"	"not-opposed"	0	1989	0
"1587"	"opposed"	2	1991	1
"1588"	"not-opposed"	0	1991	0
"1589"	"not-opposed"	1	1990	1
"1590"	"not-opposed"	2	1990	1
"1591"	"opposed"	3	1991	1
"1592"	"not-opposed"	1	1990	1
"1593"	"not-opposed"	1	1990	0
"1595"	"opposed"	1	1990	1
"1596"	"not-opposed"	0	1990	1
"1597"	"not-opposed"	4	1991	0
"1598"	"opposed"	10	1993	1
"1600"	"not-opposed"	0	1990	1
"1601"	"opposed"	2	1990	1
"1602"	"not-opposed"	1	1990	0
"1603"	"opposed"	0	1988	0
"1604"	"not-opposed"	0	1987	0
"1605"	"opposed"	3	1988	1
"1606"	"not-opposed"	1	1988	1
"1607"	"opposed"	5	1989	1
"1608"	"opposed"	1	1989	1
"1609"	"opposed"	2	1990	0
"1610"	"not-opposed"	1	1990	0
"1611"	"opposed"	2	1988	1
"1612"	"not-opposed"	5	1988	1
"1613"	"opposed"	6	1988	0
"1614"	"not-opposed"	0	1989	1
"1615"	"not-opposed"	3	1989	0
"1616"	"opposed"	0	1991	1
"1617"	"not-opposed"	10	1991	1
"1618"	"opposed"	5	1990	1
"1619"	"not-opposed"	0	1988	0
"1620"	"not-opposed"	0	1989	0
"1621"	"not-opposed"	1	1991	1
"1622"	"not-opposed"	2	1991	0
"1623"	"not-opposed"	1	1988	0
"1624"	"opposed"	2	1987	1
"1625"	"not-opposed"	0	1990	0
"1626"	"opposed"	12	1989	1
"1627"	"not-opposed"	0	1987	1
"1628"	"opposed"	4	1988	1
"1629"	"opposed"	6	1990	1
"1630"	"opposed"	0	1988	1
"1631"	"opposed"	0	1991	1
"1632"	"not-opposed"	0	1989	1
"1633"	"not-opposed"	0	1990	1
"1634"	"not-opposed"	0	1989	1
"1635"	"opposed"	0	1990	1
"1636"	"opposed"	1	1990	0
"1637"	"opposed"	0	1991	1
"1638"	"opposed"	0	1989	0
"1639"	"not-opposed"	0	1989	1
"1640"	"not-opposed"	0	1989	1
"1641"	"opposed"	0	1989	1
"1643"	"not-opposed"	0	1989	1
"1644"	"not-opposed"	0	1988	0
"1645"	"opposed"	0	1993	1
"1646"	"not-opposed"	0	1987	0
"1647"	"not-opposed"	0	1990	1
"1648"	"opposed"	0	1990	1
"1649"	"not-opposed"	0	1991	1
"1650"	"not-opposed"	0	1989	1
"1651"	"opposed"	2	1990	0
"1652"	"opposed"	0	1990	1
"1653"	"opposed"	0	1988	1
"1654"	"not-opposed"	0	1989	0
"1655"	"not-opposed"	0	1990	0
"1656"	"opposed"	0	1990	1
"1657"	"not-opposed"	0	1990	1
"1658"	"opposed"	0	1991	1
"1659"	"opposed"	0	1991	1
"1660"	"opposed"	0	1989	0
"1661"	"not-opposed"	0	1990	0
"1662"	"opposed"	0	1990	1
"1663"	"opposed"	0	1992	1
"1664"	"opposed"	0	1992	1
"1665"	"opposed"	0	1989	0
"1666"	"not-opposed"	0	1991	0
"1667"	"not-opposed"	0	1990	1
"1668"	"opposed"	0	1992	1
"1669"	"opposed"	0	1992	1
"1670"	"not-opposed"	0	1989	0
"1671"	"opposed"	0	1989	1
"1672"	"not-opposed"	0	1991	0
"1673"	"opposed"	0	1990	1
"1674"	"opposed"	0	1989	0
"1675"	"opposed"	0	1991	1
"1676"	"not-opposed"	0	1989	0
"1677"	"opposed"	0	1989	0
"1678"	"not-opposed"	0	1991	1
"1679"	"opposed"	0	1993	1
"1680"	"not-opposed"	0	1989	1
"1681"	"opposed"	0	1989	0
"1682"	"not-opposed"	0	1989	0
"1683"	"not-opposed"	0	1990	1
"1684"	"not-opposed"	0	1989	0
"1685"	"opposed"	1	1995	1
"1686"	"not-opposed"	1	1991	1
"1687"	"not-opposed"	0	1988	0
"1688"	"not-opposed"	0	1990	1
"1689"	"opposed"	2	1991	1
"1690"	"not-opposed"	3	1991	0
"1691"	"not-opposed"	7	1991	0
"1692"	"opposed"	2	1990	0
"1693"	"opposed"	0	1988	1
"1694"	"not-opposed"	0	1988	0
"1695"	"opposed"	3	1990	1
"1696"	"not-opposed"	1	1993	0
"1697"	"not-opposed"	1	1989	0
"1698"	"opposed"	2	1992	0
"1699"	"opposed"	1	1989	1
"1700"	"not-opposed"	0	1996	0
"1701"	"not-opposed"	2	1990	0
"1702"	"not-opposed"	3	1990	0
"1703"	"opposed"	0	1995	0
"1704"	"opposed"	1	1991	0
"1705"	"not-opposed"	1	1991	1
"1706"	"not-opposed"	2	1990	0
"1707"	"not-opposed"	0	1991	0
"1708"	"not-opposed"	1	1989	1
"1709"	"not-opposed"	0	1991	0
"1710"	"opposed"	9	1989	0
"1711"	"not-opposed"	0	1989	0
"1712"	"opposed"	2	1991	1
"1713"	"opposed"	1	1990	1
"1714"	"not-opposed"	0	1989	0
"1715"	"not-opposed"	2	1989	0
"1716"	"not-opposed"	1	1990	0
"1717"	"opposed"	0	1989	0
"1718"	"opposed"	1	1991	0
"1719"	"not-opposed"	2	1990	0
"1720"	"not-opposed"	1	1988	0
"1721"	"opposed"	4	1990	0
"1722"	"not-opposed"	6	1991	0
"1723"	"not-opposed"	1	1991	0
"1724"	"opposed"	1	1991	1
"1725"	"not-opposed"	1	1989	0
"1726"	"opposed"	2	1991	1
"1727"	"not-opposed"	0	1991	1
"1728"	"not-opposed"	0	1990	1
"1729"	"not-opposed"	3	1991	1
"1730"	"not-opposed"	0	1990	0
"1731"	"not-opposed"	0	1990	0
"1732"	"not-opposed"	2	1991	0
"1733"	"not-opposed"	3	1992	1
"1734"	"not-opposed"	4	1990	0
"1735"	"not-opposed"	3	1991	1
"1736"	"not-opposed"	1	1993	0
"1737"	"not-opposed"	1	1988	0
"1738"	"opposed"	9	1990	0
"1739"	"not-opposed"	0	1991	1
"1740"	"not-opposed"	0	1990	0
"1741"	"not-opposed"	0	1992	0
"1742"	"not-opposed"	2	1990	1
"1743"	"opposed"	5	1991	0
"1744"	"not-opposed"	0	1991	1
"1745"	"not-opposed"	1	1991	0
"1746"	"not-opposed"	5	1991	1
"1747"	"opposed"	5	1990	1
"1748"	"opposed"	1	1991	0
"1749"	"opposed"	4	1990	0
"1750"	"opposed"	1	1990	1
"1751"	"opposed"	0	1993	0
"1752"	"not-opposed"	1	1991	0
"1753"	"not-opposed"	3	1991	1
"1754"	"not-opposed"	1	1992	0
"1755"	"opposed"	1	1989	1
"1756"	"not-opposed"	4	1991	0
"1757"	"opposed"	3	1989	1
"1758"	"not-opposed"	1	1991	0
"1759"	"opposed"	4	1989	0
"1760"	"not-opposed"	3	1992	0
"1761"	"not-opposed"	1	1993	0
"1762"	"not-opposed"	1	1995	0
"1763"	"opposed"	4	1992	0
"1764"	"opposed"	2	1991	1
"1765"	"not-opposed"	11	1990	0
"1766"	"opposed"	1	1988	1
"1767"	"not-opposed"	0	1991	0
"1768"	"opposed"	2	1989	0
"1769"	"not-opposed"	1	1990	0
"1770"	"not-opposed"	2	1989	0
"1771"	"not-opposed"	6	1991	1
"1772"	"not-opposed"	1	1992	0
"1773"	"not-opposed"	0	1989	0
"1774"	"not-opposed"	0	1990	0
"1775"	"opposed"	5	1990	1
"1776"	"opposed"	3	1991	1
"1777"	"not-opposed"	0	1991	0
"1778"	"not-opposed"	0	1991	0
"1779"	"opposed"	5	1991	1
"1780"	"opposed"	3	1990	1
"1781"	"not-opposed"	1	1991	1
"1782"	"not-opposed"	1	1990	0
"1783"	"not-opposed"	1	1990	0
"1784"	"opposed"	1	1990	1
"1785"	"not-opposed"	0	1989	0
"1786"	"opposed"	1	1992	0
"1787"	"opposed"	2	1991	1
"1788"	"opposed"	1	1991	0
"1789"	"opposed"	3	1990	0
"1790"	"opposed"	6	1990	0
"1791"	"opposed"	4	1990	0
"1792"	"opposed"	5	1990	1
"1793"	"not-opposed"	3	1991	0
"1794"	"opposed"	5	1990	1
"1795"	"not-opposed"	0	1991	0
"1796"	"opposed"	1	1990	1
"1797"	"opposed"	8	1990	1
"1798"	"not-opposed"	2	1991	1
"1799"	"opposed"	4	1992	1
"1800"	"opposed"	2	1989	0
"1801"	"not-opposed"	0	1991	0
"1802"	"not-opposed"	3	1990	0
"1803"	"not-opposed"	0	1990	1
"1804"	"not-opposed"	2	1992	1
"1805"	"opposed"	0	1991	1
"1806"	"not-opposed"	4	1994	0
"1807"	"opposed"	1	1993	0
"1808"	"opposed"	2	1991	1
"1809"	"opposed"	1	1989	0
"1810"	"not-opposed"	1	1995	0
"1811"	"not-opposed"	0	1990	1
"1812"	"opposed"	1	1991	1
"1813"	"opposed"	5	1989	1
"1814"	"not-opposed"	0	1992	0
"1815"	"not-opposed"	1	1989	1
"1816"	"not-opposed"	5	1991	0
"1817"	"not-opposed"	1	1991	0
"1818"	"opposed"	3	1991	1
"1819"	"opposed"	9	1991	1
"1820"	"not-opposed"	0	1992	0
"1821"	"not-opposed"	0	1991	0
"1822"	"not-opposed"	4	1991	0
"1823"	"not-opposed"	1	1992	0
"1824"	"not-opposed"	0	1994	0
"1825"	"not-opposed"	5	1994	0
"1826"	"opposed"	2	1992	0
"1827"	"opposed"	2	1989	0
"1828"	"not-opposed"	5	1991	0
"1829"	"opposed"	1	1992	1
"1830"	"opposed"	3	1991	0
"1831"	"not-opposed"	0	1991	1
"1832"	"not-opposed"	0	1994	0
"1833"	"opposed"	0	1989	1
"1834"	"not-opposed"	6	1991	0
"1835"	"opposed"	6	1991	1
"1836"	"not-opposed"	0	1990	1
"1837"	"not-opposed"	5	1993	0
"1838"	"opposed"	0	1989	0
"1839"	"not-opposed"	3	1989	0
"1840"	"not-opposed"	2	1989	0
"1841"	"opposed"	2	1992	1
"1842"	"not-opposed"	1	1991	0
"1843"	"not-opposed"	8	1989	0
"1844"	"opposed"	1	1991	0
"1845"	"not-opposed"	3	1992	0
"1846"	"not-opposed"	2	1989	0
"1847"	"not-opposed"	0	1990	0
"1848"	"opposed"	1	1992	0
"1849"	"not-opposed"	1	1990	0
"1850"	"not-opposed"	1	1991	0
"1851"	"not-opposed"	0	1989	0
"1852"	"not-opposed"	1	1989	0
"1853"	"not-opposed"	1	1990	0
"1854"	"not-opposed"	1	1989	0
"1856"	"not-opposed"	2	1991	0
"1857"	"not-opposed"	0	1991	1
"1858"	"opposed"	0	1991	0
"1859"	"opposed"	0	1988	0
"1860"	"not-opposed"	0	1990	0
"1861"	"opposed"	9	1992	1
"1862"	"not-opposed"	2	1990	0
"1863"	"not-opposed"	0	1991	0
"1864"	"not-opposed"	3	1990	1
"1865"	"not-opposed"	2	1990	0
"1867"	"opposed"	3	1990	1
"1868"	"not-opposed"	2	1992	0
"1869"	"not-opposed"	0	1990	0
"1870"	"opposed"	7	1992	1
"1873"	"opposed"	2	1990	0
"1874"	"not-opposed"	1	1991	0
"1875"	"opposed"	5	1991	1
"1876"	"not-opposed"	2	1989	1
"1877"	"not-opposed"	5	1989	1
"1878"	"opposed"	0	1990	1
"1879"	"opposed"	3	1991	1
"1880"	"opposed"	1	1992	1
"1881"	"opposed"	0	1988	0
"1882"	"not-opposed"	5	1989	1
"1883"	"not-opposed"	2	1991	1
"1884"	"not-opposed"	0	1991	0
"1885"	"not-opposed"	6	1990	1
"1886"	"not-opposed"	4	1991	0
"1887"	"opposed"	2	1988	1
"1888"	"not-opposed"	3	1991	0
"1889"	"not-opposed"	1	1992	0
"1890"	"opposed"	7	1989	1
"1891"	"not-opposed"	1	1991	1
"1892"	"not-opposed"	4	1991	0
"1893"	"opposed"	0	1994	1
"1894"	"not-opposed"	1	1991	0
"1895"	"opposed"	1	1991	1
"1896"	"opposed"	1	1991	1
"1897"	"opposed"	2	1990	1
"1898"	"not-opposed"	4	1993	0
"1899"	"opposed"	1	1991	1
"1900"	"not-opposed"	2	1992	0
"1901"	"not-opposed"	0	1989	0
"1902"	"opposed"	3	1990	1
"1903"	"not-opposed"	6	1990	0
"1904"	"opposed"	6	1992	1
"1905"	"opposed"	5	1992	1
"1906"	"not-opposed"	2	1990	0
"1907"	"opposed"	3	1990	0
"1908"	"not-opposed"	5	1992	1
"1909"	"not-opposed"	1	1990	0
"1910"	"not-opposed"	1	1992	0
"1911"	"not-opposed"	7	1990	1
"1912"	"opposed"	1	1990	0
"1913"	"not-opposed"	1	1996	0
"1914"	"opposed"	0	1991	1
"1915"	"opposed"	10	1991	1
"1916"	"opposed"	12	1990	1
"1917"	"not-opposed"	3	1991	0
"1918"	"not-opposed"	1	1990	1
"1919"	"opposed"	3	1991	1
"1920"	"opposed"	6	1994	1
"1921"	"not-opposed"	2	1990	1
"1922"	"opposed"	1	1991	1
"1923"	"opposed"	13	1989	0
"1924"	"not-opposed"	3	1994	0
"1925"	"not-opposed"	0	1993	0
"1926"	"not-opposed"	2	1991	1
"1927"	"not-opposed"	0	1992	1
"1928"	"not-opposed"	0	1989	1
"1929"	"not-opposed"	1	1991	0
"1930"	"opposed"	5	1994	1
"1931"	"opposed"	3	1991	1
"1932"	"opposed"	1	1993	1
"1933"	"opposed"	7	1993	1
"1934"	"opposed"	5	1992	1
"1935"	"not-opposed"	0	1990	1
"1936"	"opposed"	4	1991	1
"1937"	"not-opposed"	0	1990	0
"1938"	"not-opposed"	0	1991	1
"1939"	"not-opposed"	0	1992	0
"1940"	"not-opposed"	7	1992	0
"1941"	"not-opposed"	1	1992	0
"1942"	"not-opposed"	4	1992	0
"1943"	"not-opposed"	6	1990	0
"1944"	"not-opposed"	1	1992	0
"1945"	"not-opposed"	4	1991	0
"1946"	"not-opposed"	0	1991	1
"1947"	"not-opposed"	1	1991	1
"1948"	"opposed"	1	1992	1
"1949"	"not-opposed"	1	1990	1
"1950"	"opposed"	0	1991	0
"1951"	"not-opposed"	7	1993	0
"1952"	"not-opposed"	1	1991	1
"1953"	"not-opposed"	1	1991	1
"1954"	"not-opposed"	2	1990	1
"1955"	"opposed"	5	1993	1
"1956"	"not-opposed"	1	1994	0
"1957"	"not-opposed"	2	1990	0
"1958"	"opposed"	6	1990	0
"1959"	"opposed"	5	1990	1
"1960"	"opposed"	2	1991	1
"1961"	"opposed"	1	1991	1
"1962"	"not-opposed"	0	1992	1
"1963"	"opposed"	6	1990	1
"1964"	"not-opposed"	2	1991	0
"1965"	"not-opposed"	0	1991	0
"1966"	"not-opposed"	0	1989	0
"1967"	"opposed"	3	1991	0
"1968"	"not-opposed"	3	1988	1
"1969"	"opposed"	0	1987	1
"1970"	"opposed"	4	1994	1
"1971"	"not-opposed"	0	1992	0
"1972"	"opposed"	7	1990	0
"1973"	"not-opposed"	2	1991	1
"1974"	"not-opposed"	0	1990	0
"1975"	"not-opposed"	1	1992	0
"1976"	"not-opposed"	2	1990	0
"1977"	"not-opposed"	0	1988	1
"1978"	"not-opposed"	0	1988	1
"1979"	"opposed"	1	1990	1
"1980"	"opposed"	2	1990	0
"1981"	"not-opposed"	1	1990	0
"1982"	"opposed"	0	1992	0
"1983"	"not-opposed"	0	1989	0
"1984"	"not-opposed"	0	1989	0
"1985"	"not-opposed"	1	1989	0
"1986"	"opposed"	1	1989	0
"1987"	"not-opposed"	0	1989	1
"1988"	"not-opposed"	7	1991	0
"1989"	"not-opposed"	2	1990	1
"1990"	"opposed"	7	1991	1
"1991"	"opposed"	5	1992	1
"1992"	"not-opposed"	1	1991	0
"1993"	"not-opposed"	1	1990	0
"1994"	"opposed"	0	1989	0
"1995"	"opposed"	0	1990	1
"1996"	"not-opposed"	3	1991	1
"1997"	"not-opposed"	5	1991	1
"1998"	"not-opposed"	0	1989	0
"1999"	"not-opposed"	0	1991	1
"2000"	"not-opposed"	5	1995	1
"2001"	"opposed"	1	1991	1
"2002"	"not-opposed"	0	1990	1
"2003"	"not-opposed"	0	1990	1
"2004"	"opposed"	0	1989	0
"2005"	"not-opposed"	1	1992	0
"2006"	"not-opposed"	0	1990	0
"2007"	"opposed"	0	1989	0
"2008"	"opposed"	0	1990	1
"2009"	"not-opposed"	0	1988	0
"2010"	"opposed"	0	1989	0
"2011"	"not-opposed"	0	1988	0
"2012"	"not-opposed"	0	1991	1
"2013"	"not-opposed"	0	1989	0
"2014"	"not-opposed"	0	1990	0
"2015"	"not-opposed"	0	1989	0
"2016"	"not-opposed"	0	1989	0
"2017"	"opposed"	0	1989	1
"2018"	"opposed"	0	1989	0
"2019"	"not-opposed"	0	1992	0
"2020"	"not-opposed"	0	1989	1
"2021"	"opposed"	0	1989	1
"2022"	"not-opposed"	0	1991	1
"2023"	"not-opposed"	0	1989	0
"2024"	"not-opposed"	2	1990	0
"2025"	"opposed"	0	1989	1
"2026"	"not-opposed"	0	1990	1
"2027"	"not-opposed"	0	1991	1
"2028"	"opposed"	0	1993	1
"2029"	"opposed"	0	1989	0
"2030"	"not-opposed"	0	1989	0
"2031"	"opposed"	0	1991	1
"2032"	"opposed"	0	1993	1
"2033"	"not-opposed"	0	1990	0
"2034"	"not-opposed"	0	1991	1
"2035"	"opposed"	0	1993	1
"2036"	"not-opposed"	0	1989	0
"2037"	"not-opposed"	3	1991	1
"2038"	"not-opposed"	0	1991	0
"2039"	"not-opposed"	0	1990	0
"2040"	"opposed"	0	1993	1
"2041"	"not-opposed"	0	1990	0
"2042"	"opposed"	0	1992	1
"2043"	"not-opposed"	0	1992	0
"2044"	"opposed"	0	1992	1
"2046"	"opposed"	0	1990	1
"2047"	"not-opposed"	0	1990	0
"2048"	"not-opposed"	0	1991	1
"2049"	"not-opposed"	0	1991	1
"2050"	"not-opposed"	0	1989	1
"2051"	"not-opposed"	0	1990	1
"2052"	"opposed"	0	1992	1
"2053"	"not-opposed"	0	1992	0
"2054"	"not-opposed"	0	1991	1
"2055"	"opposed"	0	1989	0
"2056"	"opposed"	0	1989	1
"2057"	"not-opposed"	0	1989	1
"2058"	"opposed"	0	1991	1
"2059"	"not-opposed"	0	1992	1
"2060"	"opposed"	0	1990	1
"2061"	"opposed"	0	1992	1
"2062"	"opposed"	0	1996	1
"2063"	"opposed"	0	1993	1
"2064"	"opposed"	0	1991	1
"2065"	"not-opposed"	0	1992	1
"2066"	"not-opposed"	0	1991	0
"2067"	"opposed"	0	1989	1
"2068"	"not-opposed"	0	1990	0
"2069"	"opposed"	0	1992	1
"2070"	"opposed"	0	1991	0
"2071"	"opposed"	0	1992	1
"2072"	"opposed"	0	1993	0
"2074"	"not-opposed"	1	1992	1
"2075"	"not-opposed"	2	1991	0
"2076"	"not-opposed"	4	1991	0
"2077"	"opposed"	1	1990	1
"2078"	"not-opposed"	5	1992	0
"2079"	"not-opposed"	2	1991	1
"2080"	"opposed"	2	1994	1
"2081"	"not-opposed"	6	1992	0
"2082"	"not-opposed"	0	1991	0
"2083"	"opposed"	5	1991	0
"2084"	"not-opposed"	0	1991	1
"2085"	"not-opposed"	6	1991	0
"2086"	"not-opposed"	0	1993	0
"2087"	"not-opposed"	0	1992	0
"2088"	"not-opposed"	0	1992	0
"2089"	"not-opposed"	0	1994	0
"2090"	"not-opposed"	1	1991	1
"2091"	"not-opposed"	0	1993	0
"2092"	"not-opposed"	5	1992	0
"2093"	"opposed"	2	1991	1
"2094"	"not-opposed"	2	1992	0
"2095"	"not-opposed"	0	1991	1
"2096"	"opposed"	1	1991	0
"2097"	"opposed"	8	1993	1
"2098"	"not-opposed"	1	1991	0
"2099"	"not-opposed"	4	1991	0
"2100"	"not-opposed"	4	1991	0
"2101"	"opposed"	2	1991	1
"2102"	"opposed"	0	1990	0
"2103"	"not-opposed"	1	1991	0
"2104"	"not-opposed"	13	1993	0
"2105"	"not-opposed"	0	1991	0
"2106"	"not-opposed"	1	1990	0
"2107"	"not-opposed"	0	1990	1
"2108"	"not-opposed"	0	1992	0
"2109"	"not-opposed"	1	1993	0
"2110"	"opposed"	3	1992	1
"2111"	"opposed"	4	1990	1
"2112"	"not-opposed"	0	1992	0
"2113"	"not-opposed"	2	1992	0
"2114"	"not-opposed"	0	1990	0
"2115"	"not-opposed"	1	1993	1
"2116"	"opposed"	1	1990	0
"2117"	"not-opposed"	3	1990	0
"2118"	"not-opposed"	5	1991	0
"2119"	"opposed"	1	1993	0
"2120"	"not-opposed"	0	1991	1
"2121"	"not-opposed"	1	1994	0
"2122"	"not-opposed"	1	1993	0
"2123"	"opposed"	4	1991	1
"2124"	"opposed"	6	1990	0
"2125"	"not-opposed"	1	1993	0
"2126"	"not-opposed"	0	1992	0
"2127"	"not-opposed"	0	1992	0
"2128"	"not-opposed"	1	1990	0
"2129"	"not-opposed"	0	1990	1
"2130"	"not-opposed"	0	1991	0
"2131"	"not-opposed"	0	1991	1
"2132"	"not-opposed"	0	1992	0
"2133"	"not-opposed"	5	1994	0
"2134"	"opposed"	0	1992	1
"2135"	"not-opposed"	2	1992	0
"2136"	"not-opposed"	0	1991	0
"2137"	"not-opposed"	2	1992	0
"2138"	"not-opposed"	4	1990	0
"2139"	"opposed"	3	1990	1
"2140"	"opposed"	3	1991	1
"2141"	"not-opposed"	0	1992	1
"2142"	"not-opposed"	0	1990	0
"2143"	"not-opposed"	1	1992	0
"2144"	"not-opposed"	0	1993	0
"2145"	"not-opposed"	0	1990	0
"2146"	"not-opposed"	2	1992	0
"2147"	"opposed"	1	1991	1
"2148"	"opposed"	0	1993	1
"2149"	"opposed"	3	1991	1
"2150"	"not-opposed"	1	1992	0
"2151"	"not-opposed"	1	1991	1
"2152"	"not-opposed"	1	1991	0
"2153"	"not-opposed"	2	1992	1
"2154"	"not-opposed"	1	1993	0
"2155"	"not-opposed"	6	1997	0
"2156"	"not-opposed"	2	1991	0
"2157"	"not-opposed"	0	1992	0
"2158"	"opposed"	5	1989	1
"2159"	"not-opposed"	0	1994	0
"2160"	"not-opposed"	4	1991	1
"2161"	"opposed"	4	1990	1
"2162"	"not-opposed"	1	1992	0
"2163"	"not-opposed"	7	1992	1
"2164"	"not-opposed"	2	1992	0
"2165"	"not-opposed"	1	1992	0
"2166"	"not-opposed"	1	1992	1
"2167"	"not-opposed"	6	1991	0
"2168"	"opposed"	5	1993	1
"2169"	"not-opposed"	0	1993	1
"2170"	"not-opposed"	0	1992	1
"2171"	"not-opposed"	2	1991	0
"2172"	"not-opposed"	0	1991	0
"2173"	"opposed"	0	1992	0
"2174"	"opposed"	2	1994	0
"2175"	"not-opposed"	1	1991	0
"2176"	"not-opposed"	2	1992	0
"2177"	"not-opposed"	0	1990	1
"2178"	"not-opposed"	2	1992	0
"2179"	"opposed"	0	1990	1
"2180"	"not-opposed"	1	1991	0
"2181"	"not-opposed"	1	1994	0
"2182"	"not-opposed"	0	1991	1
"2183"	"opposed"	0	1992	0
"2184"	"not-opposed"	4	1994	0
"2185"	"not-opposed"	1	1992	0
"2186"	"not-opposed"	2	1990	0
"2187"	"not-opposed"	1	1992	0
"2188"	"opposed"	2	1995	0
"2189"	"opposed"	1	1993	1
"2190"	"not-opposed"	0	1991	0
"2191"	"opposed"	3	1991	1
"2192"	"not-opposed"	3	1993	0
"2193"	"not-opposed"	0	1992	0
"2194"	"not-opposed"	5	1994	0
"2195"	"opposed"	0	1991	1
"2196"	"not-opposed"	2	1991	1
"2197"	"not-opposed"	0	1992	1
"2198"	"opposed"	1	1991	0
"2199"	"opposed"	2	1994	1
"2200"	"not-opposed"	1	1992	0
"2201"	"opposed"	2	1993	1
"2202"	"opposed"	15	1994	1
"2203"	"not-opposed"	1	1992	0
"2204"	"not-opposed"	1	1994	0
"2205"	"not-opposed"	5	1991	0
"2206"	"not-opposed"	1	1991	0
"2207"	"not-opposed"	2	1990	0
"2208"	"not-opposed"	0	1992	0
"2209"	"opposed"	2	1992	1
"2210"	"not-opposed"	0	1991	0
"2211"	"not-opposed"	2	1993	0
"2212"	"not-opposed"	0	1991	0
"2213"	"not-opposed"	0	1991	1
"2214"	"not-opposed"	1	1992	0
"2215"	"not-opposed"	1	1992	0
"2216"	"not-opposed"	3	1991	1
"2217"	"not-opposed"	1	1993	1
"2218"	"not-opposed"	0	1990	0
"2219"	"not-opposed"	1	1992	0
"2220"	"not-opposed"	1	1991	0
"2221"	"opposed"	2	1991	1
"2222"	"opposed"	2	1991	1
"2223"	"opposed"	3	1992	1
"2224"	"not-opposed"	4	1994	0
"2225"	"opposed"	0	1991	1
"2226"	"not-opposed"	1	1990	0
"2227"	"not-opposed"	1	1993	0
"2228"	"not-opposed"	2	1990	0
"2229"	"not-opposed"	0	1990	0
"2230"	"not-opposed"	3	1990	1
"2231"	"opposed"	2	1989	0
"2232"	"not-opposed"	1	1991	0
"2233"	"not-opposed"	2	1990	0
"2234"	"opposed"	1	1994	1
"2235"	"not-opposed"	0	1990	1
"2236"	"not-opposed"	3	1990	1
"2237"	"opposed"	1	1991	1
"2238"	"not-opposed"	2	1991	1
"2239"	"opposed"	5	1993	0
"2240"	"not-opposed"	0	1989	0
"2241"	"not-opposed"	1	1990	0
"2242"	"not-opposed"	2	1991	0
"2243"	"opposed"	1	1993	1
"2244"	"not-opposed"	0	1993	0
"2245"	"not-opposed"	1	1990	0
"2246"	"not-opposed"	1	1991	0
"2247"	"not-opposed"	4	1991	1
"2248"	"not-opposed"	1	1990	0
"2249"	"not-opposed"	1	1992	0
"2250"	"not-opposed"	8	1992	1
"2252"	"not-opposed"	2	1995	0
"2253"	"opposed"	0	1993	1
"2254"	"not-opposed"	0	1992	0
"2255"	"not-opposed"	10	1991	1
"2256"	"not-opposed"	0	1991	0
"2257"	"opposed"	7	1993	1
"2258"	"not-opposed"	8	1993	1
"2259"	"opposed"	1	1991	1
"2260"	"opposed"	2	1990	0
"2261"	"opposed"	0	1990	1
"2262"	"opposed"	0	1990	0
"2263"	"opposed"	8	1991	1
"2264"	"not-opposed"	0	1991	0
"2265"	"opposed"	4	1992	1
"2266"	"opposed"	1	1990	0
"2267"	"not-opposed"	2	1992	0
"2268"	"opposed"	3	1993	1
"2269"	"opposed"	2	1990	0
"2270"	"opposed"	1	1992	0
"2271"	"opposed"	3	1990	1
"2272"	"not-opposed"	1	1989	1
"2273"	"opposed"	2	1993	1
"2275"	"not-opposed"	4	1991	1
"2276"	"opposed"	14	1994	1
"2277"	"opposed"	3	1991	1
"2278"	"opposed"	4	1993	1
"2279"	"not-opposed"	1	1991	1
